2.046, -0.136221
2.057, -0.135157
2.067, -0.0957803
2.078, 0.0180918
2.087, 0.110679
2.098, 0.0744958
2.108, -0.0542755
2.119, -0.173469
2.128, -0.251157
2.139, -0.223487
2.149, -0.153248
2.16, -0.0798169
2.169, -0.0766242
2.18, -0.166019
2.19, -0.295855
2.2, -0.496993
2.21, -0.759857
2.22, -1.08232
2.231, -1.37711
2.241, -1.56228
2.251, -1.59527
2.261, -1.42713
2.272, -1.02911
2.282, -0.437397
2.291, 0.272442
2.302, 0.999308
2.312, 1.61656
2.323, 1.99542
2.333, 2.17208
2.343, 2.16676
2.353, 2.04438
2.363, 1.84217
2.374, 1.73788
2.383, 1.76342
2.394, 1.88581
2.404, 2.14654
2.415, 2.40728
2.424, 2.67653
2.434, 2.93088
2.445, 3.09477
2.455, 3.14904
2.465, 3.07668
2.475, 2.93088
2.486, 2.76699
2.496, 2.64141
2.505, 2.62012
2.516, 2.73293
2.526, 2.817
2.537, 2.91491
2.546, 2.95961
2.557, 2.95429
2.567, 2.9362
2.578, 2.85106
2.587, 2.78614
2.598, 2.77444
2.608, 2.75528
2.618, 2.67972
2.628, 2.60416
2.638, 2.43388
2.649, 2.19869
2.659, 2.03054
2.669, 2.0465
2.679, 2.16676
2.689, 2.3232
2.7, 2.52221
2.71, 2.68504
2.72, 2.78827
2.731, 2.88937
2.741, 2.99899
2.75, 3.19587
2.761, 3.50875
2.771, 3.93018
2.782, 4.25265
2.791, 4.36332
2.802, 4.22817
2.812, 3.99297
2.822, 3.94508
2.833, 4.01745
2.842, 4.12813
2.853, 4.27606
2.863, 4.38674
2.874, 4.48039
2.883, 4.64002
2.893, 4.95184
2.904, 5.34667
2.914, 5.74788
2.924, 6.07034
2.934, 6.2768
2.945, 6.36832
2.955, 6.35236
2.964, 6.31405
2.975, 6.39067
2.985, 6.55563
2.996, 6.78018
3.005, 7.19203
3.016, 7.37082
3.026, 7.53578
3.037, 7.42297
3.046, 7.15585
3.057, 6.75251
3.067, 6.39387
3.078, 6.21721
3.087, 6.36939
3.097, 7.17714
3.108, 8.84478
3.118, 10.9445
3.128, 13.7338
3.138, 15.9847
3.149, 16.8999
3.159, 15.5302
3.168, 11.5777
3.179, 5.44883
3.189, -3.79077
3.2, -15.974
3.209, -29.827
3.22, -34.8725
3.23, -34.8725
3.241, -34.8725
3.25, -34.8725
3.26, -34.8725
3.271, -34.8725
3.281, -34.8725
3.291, -34.8725
3.301, -34.8725
3.312, -34.8725
3.322, -34.8725
3.332, -34.8725
3.342, -34.8725
3.352, -34.8725
3.363, -34.8725
3.374, -34.8725
3.383, -34.8725
3.394, -34.8725
3.404, -34.8725
3.414, -34.8725
3.424, -34.8725
3.434, -34.8725
3.445, -34.8725
3.455, -34.8725
3.464, -34.8725
3.475, -34.8725
3.485, -34.8725
3.496, -34.8725
3.505, -34.8725
3.515, -34.8725
3.526, -34.8725
3.536, -34.8725
3.546, -34.8725
3.556, -34.8725
3.567, -34.8725
3.577, -34.8725
3.587, -34.8725
3.597, -34.8725
3.607, -34.8725
3.618, -34.8725
3.627, -34.8725
3.638, -34.8725
3.648, -34.8725
3.659, -34.8725
3.668, -34.8725
3.678, -34.8725
3.689, -34.8725
3.699, -34.8725
3.709, -34.8725
3.719, -34.8725
3.729, -34.8725
3.74, -34.8725
3.75, -34.8725
3.76, -34.8725
3.77, -34.8725
3.781, -34.8725
3.791, -34.8725
3.801, -34.8725
3.811, -34.8725
3.821, -34.8725
3.832, -34.8725
3.841, -34.8725
3.852, -34.8725
3.862, -34.8725
3.873, -34.8725
3.882, -34.8725
3.892, -34.8725
3.903, -34.8725
3.913, -34.8725
3.923, -34.8725
3.933, -34.8725
3.943, -34.8725
3.954, -34.8725
3.963, -34.8725
3.974, -34.8725
3.984, -34.8725
3.995, -34.8725
4.004, -34.8725
4.015, -34.8725
4.025, -34.8725
4.036, -34.8725
